"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&matchBoolean%3Dtrue%26searchField%3DSearch_All%26queryText%3D%28%28Design%2C+Automation+and+Test+in+Europe+Conference+and+Exhibition%29+AND+2002%29",2015/06/23 14:53:21
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic modifications of high level VHDL descriptions for fault detection or tolerance","Leveugle, R.","TIMA Lab., Grenoble, France","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","837","841","The need for integrated mechanisms providing on-line error detection or fault tolerance is becoming a major concern due to the increasing sensitivity of the circuits to their environment. This paper reports on a tool automating the implementation of such mechanisms by modifying high-level VHDL descriptions. The modifications are compatible with industrial design flows based on commercial synthesis and simulation tools. The results demonstrate the feasibility and the efficiency of the approach.","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998396","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998396","","Aerospace electronics;CMOS technology;Circuit faults;Circuit simulation;Circuit synthesis;Electrical fault detection;Fault detection;Fault tolerance;Integrated circuit synthesis;Space technology","digital integrated circuits;error detection;fault tolerance;hardware description languages;high level synthesis;integrated circuit design","automated modification tool;automatic description modification;circuit environmental sensitivity;commercial synthesis tools;high level VHDL descriptions;industrial design flow compatibility;integrated fault tolerance mechanisms;on-line error detection;simulation tools","","8","","9","","","2002","","IEEE","IEEE Conference Publications"
"Fast method to include parasitic coupling in circuit simulations","Van Thielen, B.L.A.; Vandenbosch, G.A.E.","TELEMIC, Katholieke Univ., Leuven, Belgium","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","1033","1037","S-parameter based circuit simulators are used frequently for the design of microwave circuits. The accuracy of these simulators is limited by the fact that they do not take the electromagnetic coupling between the components and transmission lines that compose a circuit into account. In this article we present a technique that enables us to take this coupling into account without increasing the calculation time too much","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998427","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998427","","Circuit simulation;Coupling circuits;Distributed parameter circuits;Equations;Moment methods;Mutual coupling;Transmission line discontinuities;Transmission line matrix methods;Transmission line theory;Transmission lines","S-parameters;circuit simulation;electromagnetic coupling;high-frequency transmission lines;integrated circuit design;integrated circuit modelling;microwave integrated circuits;transmission line theory","S-parameter based circuit simulators;calculation time;circuit components;circuit simulations;electromagnetic coupling;microwave circuit design;parasitic coupling;transmission lines","","0","","4","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Embedded robustness IPs","Dupont, E.; Nicolaidis, M.; Rohr, P.","iRoC Technol. Corp., France","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","244","245","Signal integrity has been pointed out as a major challenge. More and more causes can affect signal integrity as geometries are shrinking. One of the growing effects is the so-called ""transient errors"" which are due to temporary condition of use and environment. Cross-coupling, ground bounce, external terrestrial radiations create more and more unpredictable transient and soft errors which affect system reliability in unacceptable ways. In addition, reliability in devices like memories become a critical issue: the MTBF (mean time before failure) level decreasing the global system FIT (Failure in Time) rate approaching the critical border line for the end user. Hence, for memories and for logic blocks as well using high-end process technologies, self-correcting intelligence embedded in SoC is needed to enable electronic systems to react against unpredictable and insidious errors","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998279","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998279","","Costs;Electronics industry;Embedded system;Error correction;Geometry;Production systems;Robustness;Semiconductor materials;Signal synthesis;Voltage","automatic testing;design for testability;embedded systems;error correction;industrial property;integrated circuit reliability;integrated circuit testing;integrated memory circuits;logic design;logic testing;transients","FIT;MTBF;SbC;VDSM evolution;cross-coupling;ground bounce;memories;reliability;self correcting intelligence;semiconductor industry;signal integri v;terrestrial radiations;transient errors","","3","","1","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Automatic evaluation of the accuracy of fixed-point algorithms","Menard, D.; Sentieys, O.","LASTI, Rennes I Univ., France","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","529","535","The minimization of cost, power consumption and time-to-market of DSP applications requires the development of methodologies for the automatic implementation of floating-point algorithms in fixed-point architectures. In this paper a new methodology for evaluating the quality of an implementation through the automatic determination of the Signal to Quantization Noise Ratio (SQNR) is under consideration. The theoretical concepts and the different phases of the methodology are explained. Then, the ability of our approach for computing the SQNR efficiently and its beneficial contribution in the process of data word-length minimization are shown through some examples","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998351","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998351","","Computational modeling;Costs;Digital signal processing;Embedded computing;Energy consumption;Hardware;Minimization methods;Quantization;Signal processing algorithms;Signal to noise ratio","circuit noise;electronic design automation;fixed point arithmetic;minimisation;quantisation (signal);signal flow graphs;signal processing;transfer functions","SQNR;automatic evaluation;cost minimization;data word-length minimization;fixed-point algorithm accuracy;floating-point algorithms;power consumption minimization;signal flow graph;signal to quantization noise ratio;time-to-market minimization","","19","","17","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Single-track asynchronous pipeline templates using 1-of-N encoding","Ferretti, M.; Beerel, P.A.","Dept. of Electr. Eng. Syst., Univ. of Southern California, Los Angeles, CA, USA","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","1008","1015","This paper presents a new fast and templatized family of fine-grain asynchronous pipeline stages based on the single-track protocol. No explicit control wires are required outside of the datapath and the data is 1-of-N encoded. With a forward latency of 2 transitions and a cycle time of 6 for most configurations, the new family can run at 1.6 GHz using MOSIS TSMC 0.25 μm process. This is significantly faster than all known quasi-delay-insensitive templates and has less timing assumptions than the recently proposed ultra-high-speed GasP bundled-data circuits.","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998423","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998423","","CMOS technology;Clocks;Delay;Encoding;Pipeline processing;Protocols;Robustness;Throughput;Timing;Wires","CMOS logic circuits;asynchronous circuits;encoding;logic design;pipeline processing;protocols;timing","0.25 micron;1-of-N encoding;1.6 GHz;CMOS technology;MOSIS TSMC process;control wires;cycle time;datapath;fine-grain asynchronous pipeline stages;forward latency transitions;quasi-delay-insensitive templates;single-track asynchronous pipeline templates;single-track protocol;ultra-high-speed GasP bundled-data circuits","","20","4","13","","","2002","","IEEE","IEEE Conference Publications"
"EZ encoding: a class of irredundant low power codes for data address and multiplexed address buses","Aghaghiri, Y.; Fallah, F.; Pedram, M.","Univ. of Southern California, Los Angeles, CA, USA","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","1102","","In this paper, we introduce a class of irredundant low power encoding techniques for memory address buses. For a data address bus, the proposed encoding techniques make use of two working zones in the memory address space, whereas for a multiplexed data and instruction address bus, up to four working zones can be supported The zones are dynamically updated to increase the saving in switching activity. Our techniques decrease the switching activity of data address and multiplexed address buses by an average of 55% and 77%, respectively, up from 25% and 64% achieved by previous methods","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998458","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998458","","Concatenated codes;Decoding;Electronic switching systems;Encoding;Read only memory;Registers","CMOS digital integrated circuits;integrated circuit design;low-power electronics;memory architecture","EZ encoding;data address buses;enhanced zone encoding;instruction address bus;irredundant low power codes;memory address buses;multiplexed address buses;switching activity;working zones","","0","","1","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Dynamic V<sub>TH</sub> scaling scheme for active leakage power reduction","Kim, C.H.; Roy, K.","Dept. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","163","167","We present a Dynamic V<sub>TH</sub> Scaling (DVTS) scheme to save the leakage power during active mode of the circuit. The power saving strategy of DVTS is similar to that of the Dynamic V<sub>DD</sub> Scaling (DVS) scheme, which adaptively changes the supply voltage depending on the current workload of the system. Instead of adjusting the supply voltage, DVTS controls the threshold voltage by means of body bias control, in order to reduce the leakage power. The power saving potential of DVTS and its impact on dynamic and leakage power when applied to future technologies are discussed. Pros and cons of the DVTS system are dealt with in detail. Finally, a feedback loop hardware for the DVTS which tracks the optimal V<sub>TH</sub> for a given clock frequency, is proposed. Simulation results show that 92% energy savings can be achieved with DVTS for 70 nm circuits","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998265","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998265","","Circuits;Clocks;Dynamic voltage scaling;Feedback loop;Frequency;Hardware;Inverters;Temperature;Threshold voltage;Voltage control","circuit feedback;circuit simulation;integrated circuit design;leakage currents;low-power electronics;voltage-controlled oscillators","70 nm;70 nm circuits;active leakage power reduction;active mode;body bias control;charge pump;clock frequency;dynamic V<sub>TH</sub> scaling scheme;feedback controller;feedback loop hardware;portable digital systems;power saving potential;power saving strategy;simulation results;threshold voltage control;voltage controlled oscillator","","31","","8","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Accurate area and delay estimators for FPGAs","Nayak, A.; Haldar, M.; Choudhary, A.; Banerjee, P.","","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","862","869","We present an area and delay estimator in the context of a compiler that takes in high level signal and image processing applications described in MATLAB and performs automatic design space exploration to synthesize hardware for a field programmable gate array (FPGA) which meets the user area and frequency specifications. We present an area estimator which is used to estimate the maximum number of configurable logic blocks (CLBs) consumed by the hardware synthesized for the Xilinx XC4010 from the input MATLAB algorithm. We also present a delay estimator which finds out the delay in the logic elements in the critical path and the delay in the interconnects. The total number of CLBs predicted by us is within 16% of the actual CLB consumption and the synthesized frequency estimated by us is within an error of 13% of the actual frequency after synthesis through Synplify logic synthesis tools and after placement and routing through the XACT tools from Xilinx. Since the estimators proposed by us are fast and accurate enough, they can be used in a high level synthesis framework like ours to perform rapid design space exploration","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998400","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998400","","Delay estimation;Field programmable gate arrays;Frequency estimation;Frequency synthesizers;Hardware;Logic;MATLAB;Program processors;Signal processing;Space exploration","circuit CAD;delay estimation;field programmable gate arrays;high level synthesis;integrated circuit interconnections;integrated circuit layout;network routing;software tools","CLB consumption;FPGAs;MATLAB;Synplify logic synthesis tools;Xilinx XACT tools;Xilinx XC4010;area estimators;automatic design space exploration;compiler;configurable logic blocks;critical path logic element delay;delay estimators;field programmable gate array;hardware synthesis;high level image processing applications;high level signal. processing applications;high level synthesis framework;input MATLAB algorithm;interconnect delay;placement;rapid design space exploration;routing;synthesized frequency estimation error;user area specifications;user frequency specifications","","17","7","27","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Window-based susceptance models for large-scale RLC circuit analyses","Hui Zheng; Krauter, B.; Beattie, M.; Pileggi, L.","Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","628","633","Due to the increasing operating frequencies and the manner in which the corresponding integrated circuits and systems must be designed, the extraction, modeling and simulation of the magnetic couplings for final design verification can be a daunting task. In general, when modeling inductance and the associated return paths, one must consider the on-chip conductors as well as the system packaging. This can result in an RLC circuit size that is impractical for traditional simulators. In this paper we demonstrate a localized, window-based extraction and simulation methodology that employs the recently proposed susceptance (the inverse of inductance matrix) concept. We provide a qualitative explanation for the efficacy of this approach, and demonstrate how it facilitates pre-manufacturing simulations that would otherwise be intractable. A critical aspect of this simulation efficiency is owed to a susceptance-based circuit formation that we prove to be symmetric positive definite. This property, along with the sparsity of the susceptance matrix, enables the use of some advanced sparse matrix solvers. lye demonstrate this extraction and simulation methodology on some industrial examples","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998366","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998366","","Circuit simulation;Coupling circuits;Frequency;Inductance;Integrated circuit modeling;Large-scale systems;RLC circuits;Sparse matrices;Symmetric matrices;System-on-a-chip","circuit simulation;electromagnetic coupling;inductance;integrated circuit interconnections;integrated circuit modelling;integrated circuit packaging;sparse matrices;transient analysis","RLC circuit size;design verification;inductance matrix inverse;inductance modeling;integrated circuits;large-scale RLC circuit analyses;localized window-based extraction methodology;localized window-based simulation methodology;magnetic couplings;on-chip conductors;operating frequencies;pre-manufacturing simulations;return paths;sparse susceptance matrix;symmetric positive definite circuit formulation;system packaging;transient simulation;window-based susceptance models","","15","2","12","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"AccuPower: an accurate power estimation tool for superscalar microprocessors","Ponomarev, D.; Kucuk, G.; Ghose, K.","Dept. of Comput. Sci., State Univ. of New York, Binghamton, NY, USA","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","124","129","This paper describes the AccuPower toolset-a set of simulation tools accurately estimating the power dissipation within a superscalar microprocessor. AccuPower uses a true hardware level and cycle level microarchitectural simulator and energy dissipation coefficients gleaned from SPICE measurements of actual CMOS layouts of critical datapath components. Transition counts can be obtained at the level of bits within data and instruction streams, at the level of registers, or at the level of larger building blocks (such as caches, issue queue, reorder buffer function units). This allows for an accurate estimation of switching activity at any desired level of resolution. The toolsuite implements several variants of superscalar datapath designs in use today and permits the exploration of design choices at the microarchitecture level as well as the circuit level, including the use of voltage and frequency scaling. In particular the AccuPower toolsuite includes detailed implementations of currently used and proposed techniques for energy/power conservations including techniques for data encoding and compression, alternative circuit approaches, dynamic resource allocation and datapath reconfiguration. The microarchitectural simulation components of AccuPower can be used for accurate evaluation of datapath designs in a manner well beyond the scope of the widely-used Simplescalar tools","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998259","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998259","","Circuits;Dynamic voltage scaling;Energy dissipation;Energy measurement;Frequency;Hardware;Microarchitecture;Microprocessors;Power dissipation;SPICE","SPICE;circuit simulation;integrated circuit layout;low-power electronics;microprocessor chips;parallel architectures","AccuPower;CMOS layouts;SPICE measurements;VLSI layout;caches;critical datapath components;cycle level microarchitectural simulator;data compression;data encoding;datapath reconfiguration;dynamic resource allocation;energy dissipation coefficients;frequency scaling;function units;hardware level microarchitectural simulator;instruction streams;issue queue;power conservation;power dissipation;power estimation tool;reorder buffer;simulation tools;superscalar datapath designs;superscalar microprocessors;switching activity;transition counts;voltage scaling","","6","","16","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"DAISY-CT: a high-level simulation tool for continuous-time ΔΣ modulators","Francken, K.; Vogels, M.; Martens, E.; Gielen, G.","ESAT, Katholieke Univ., Leuven, Heverlee, Belgium","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","1110","","To reduce the long circuit-level simulation time of ΔΣ modulators, a variety of techniques and tools exist that use high-level models for discrete-time (DT) ΔΣ modulators. There is, however, no rigorous methodology implemented in a tool for the continuous-time (CT) counterpart. Therefore, we have developed a methodology for the high-level simulation of CT ΔE modulators and implemented this method in a user-friendly tool. Key features are the simulation speed, accuracy and extensibility. Nonidealities such as finite gain, finite GBW, output impedance and also the important effect of jitter are modelled. Finally, experiments were carried out using the tool, exploring important design trade-offs","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998466","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998466","","Capacitance;Circuit simulation;Circuit synthesis;Delta modulation;Equations;Impedance;Jitter;Space vector pulse width modulation;Topology;Voltage","amplification;circuit CAD;circuit simulation;delta-sigma modulation;electric impedance;high level synthesis;jitter","accuracy;circuit-level simulation;design trade-offs;discrete time modulators;extensibility;finite GBW;finite gain;high-level simulation;jitter;output impedance;sigma delta modulators;simulation speed","","0","","","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Hierarchical simulation of substrate coupling in mixed-signal ICs considering the power supply network","Brandtner, T.; Weigel, R.","Dev. Center, Infineon Technol., Graz, Austria","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","1028","1032","This paper presents a novel substrate coupling simulation tool that is well suited to floorplanning of large mixed-signal IC designs. The IC layout may consist of several subcircuits, hence a hierarchical design flow, which is usually used for IC circuit design and layout, is supported. Coupling data modelling the substrate inside subcircuits are precalculated and subsequently used during floorplanning, leading to shorter simulation time. In addition, the impedance model of the power grid is considered as well making it possible to provide estimation results of substrate coupling quickly after only one simulation step. The approach is verified by experimental results in 0.13 μm CMOS and 0.25 μm BiCMOS technologies","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998426","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998426","","BiCMOS integrated circuits;CMOS technology;Circuit simulation;Circuit synthesis;Coupling circuits;Integrated circuit layout;Power grids;Power supplies;Semiconductor device modeling;Substrates","BiCMOS integrated circuits;CMOS integrated circuits;circuit layout CAD;circuit simulation;electromagnetic coupling;integrated circuit layout;mixed analogue-digital integrated circuits;power supply circuits","0.13 micron;0.25 micron;BiCMOS technology;CMOS technology;IC layout;floorplanning;hierarchical design flow;hierarchical simulation;mixed-signal IC designs;mixed-signal ICs;power grid impedance model;power supply network;simulation time;subcircuits;substrate coupling;substrate coupling simulation tool","","2","","10","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Passive constrained rational approximation algorithm using Nevanlinna-Pick interpolation","Coelho, C.P.; Phillips, J.R.; Miguel Silveira, L.","Dept. of Electr. & Comput. Eng., Tech. Univ. Lisbon, Portugal","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","923","930","As system integration evolves and tighter design constraints must be met, it becomes necessary to account for the non-ideal behavior of all the elements in a system. For high-speed digital, and microwave systems, it is increasingly important to model previously neglected frequency domain effects. In this paper, results from Nevanlinna-Pick interpolation theory are used to develop a bounded real matrix rational approximation algorithm. A method is presented that allows for the generation of guaranteed passive rational function models of passive systems by approximating their scattering parameter matrices. Since the order of the models may in some cases be high, an incremental fitting strategy is also proposed that allows for the generation of smaller models while still meeting the required passivity and accuracy requirements. Results of the application of the proposed method to several real-world examples are also shown","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998410","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998410","","Admittance;Approximation algorithms;Circuit simulation;Frequency domain analysis;Frequency response;Interpolation;Laboratories;Scattering parameters;Time domain analysis;Transmission line matrix methods","S-parameters;frequency response;frequency-domain analysis;high-speed integrated circuits;interpolation;multiport networks;passive networks;rational functions","Nevanlinna-Pick interpolation theory;accuracy;bounded real matrix;design constraints;frequency domain effects;high-speed digital systems;incremental fitting strategy;microwave systems;nonideal behavior;passive constrained rational approximation algorithm;passivity;rational approximation algorithm;scattering parameter matrices","","15","","18","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Networks on silicon: combining best-effort and guaranteed services","Goossens, K.; van Meerbergen, J.; Peeters, A.; Wielage, P.","Philips Res. Lab., Eindhoven, Netherlands","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","423","425","We advocate a network on silicon (NOS) as a hardware architecture to implement communication between IP cores in future technologies, and as a software model in the form of a protocol stack to structure the programming of NOSs. We claim guaranteed services are essential. In the ETHEREAL NOS they pervade the NOS as a requirement for hardware design, and as foundation for software programming","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998309","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998309","","Application software;Computer architecture;Embedded software;Hardware;Laboratories;Manufacturing;Protocols;Silicon;Timing;Wires","application specific integrated circuits;hardware-software codesign;industrial property;integrated circuit layout;network routing;packet switching;quality of service","ETHEREAL NOS;IP core communication;NOS programming;guaranteed services;hardware design requirement;network on silicon hardware architecture;packet-switched router networks;protocol stack;software model;software programming","","41","1","8","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Constructing symbolic models for the input/output behavior of periodically time-varying systems using harmonic transfer matrices","Vanassche, P.; Gielen, G.; Sansen, Willy","Dept. of Electr. Eng., Katholieke Univ., Leuven, Belgium","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","279","284","A new technique is presented for generating symbolic expressions for the harmonic transfer functions of linear periodically time-varying (LPTV) systems, like mixers and PLL's. The algorithm, which we call Symbolic HTM, is based on the organisation of the harmonic transfer functions into a harmonic transfer matrix. This representation allows to manipulate LPTV systems in a way that is similar to linear time-invariant (LTI) systems, making it possible to generate symbolic expressions which relate the overall harmonic transfer functions to the characteristics of the building blocks. These expressions can be used as design equations or as parametrized models for use in simulations. The algorithm is illustrated for a downconversion mixer","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998285","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998285","","Ear;Equations;Frequency conversion;Frequency estimation;Nonlinear circuits;Nonlinear filters;Phase locked loops;Power harmonic filters;Time varying systems;Transfer functions","harmonic analysis;linear network synthesis;mixers (circuits);symbol manipulation;time-varying networks;transfer function matrices","Symbolic HTM algorithm;circuit design;downconversion mixer;harmonic transfer function;harmonic transfer matrix;linear periodically time-varying system;symbolic model","","2","","15","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Energy-efficient mapping and scheduling for DVS enabled distributed embedded systems","Schmitz, M.T.; Al-Hashimi, B.M.; Eles, P.","Dept. of Electron. & Comput. Sci., Southampton Univ., UK","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","514","521","In this paper, we present an efficient two-step iterative synthesis approach for distributed embedded systems containing dynamic voltage scalable processing elements (DVS-PEs), based on genetic algorithms. The approach partitions, schedules, and voltage scales multi-rate specifications given as task graphs with multiple deadlines. A distinguishing feature of the proposed synthesis is the utilisation of a generalised DVS method. In contrast to previous techniques, which ""simply"" exploit available slack time, this generalised technique additionally considers the PE power profile during a refined voltage selection to further increase the energy savings. Extensive experiments are conducted to demonstrate the efficiency of the proposed approach. We report up to 43.2% higher energy reductions compared to previous DVS scheduling approaches based on constructive techniques and total energy savings of up to 82.9% for mapping and scheduling optimised DVS systems","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998349","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998349","","Dynamic scheduling;Dynamic voltage scaling;Embedded system;Energy consumption;Energy efficiency;Microprocessors;Processor scheduling;Switches;Timing;Voltage control","circuit optimisation;embedded systems;genetic algorithms;hardware-software codesign;logic partitioning;low-power electronics;processor scheduling;timing","DVS enabled distributed embedded systems;dynamic voltage scalable processing elements;energy reduction;energy savings;energy-efficient mapping;genetic algorithms;low-energy task mapping algorithm;multi-rate specifications;multiple deadlines;partitioning;processing element power profile;refined voltage selection;scheduling;system level co-design;task graphs;two-step iterative synthesis;voltage scaling","","29","","26","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Dynamic scheduling and clustering in symbolic image computation","Cabodi, G.; Camurati, P.; Quer, S.","Dipt. di Autom. e Inf., Politecnico di Torino, Italy","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","150","156","The core computation in BDD-based symbolic synthesis and verification is forming the image and pre-image of sets of states under the transition relation characterizing the sequential behavior of the design. Computing an image or a pre-image consists of ordering the latch transition relations, clustering them and eventually re-ordering the clusters. Existing algorithms are mainly limited by memory resources. To make them as efficient as possible, we address a set of heuristics with the main target of minimizing the memory used during image computation. They include a dynamic heuristic to order the latch relations, a dynamic framework to cluster them, and the application of conjunctive partitioning during image computation. We provide and integrate a set of algorithms and we report references and comparisons with recent work. Experimental results are given to demonstrate the efficiency and robustness of the approach","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998263","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998263","","Binary decision diagrams;Boolean functions;Clustering algorithms;Data structures;Dynamic scheduling;Electronic switching systems;Latches;Reachability analysis;Space exploration;State-space methods","binary decision diagrams;finite state machines;formal verification;logic CAD;logic partitioning;pattern clustering;processor scheduling;reachability analysis;symbol manipulation","BDD-based symbolic synthesis;binary decision diagrams;cluster reordering;clustering;conjunctive partitioning;dynamic heuristic;dynamic scheduling;finite state machines;latch transition relations;memory minimization;sequential behavior;symbolic image computation;transition relation;verification","","0","","16","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
"Panel: Reconfigurable SoC- What will it look like","Lewis, B.; Bolsens, I.; Lauwereins, R.; Wheddon, C.; Gupta, B.; Tanurhan, Y.","Gartner/Dataquest, US","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","660","662","The argument against ASIC SoCs is that they have always taken too long and cost too much to design. As new process technologies come on line, the issue of inflexible, unyielding designs fixed in silicon becomes a serious concern. Without the flexibility of reconfigurable logic, will standard cell ASICs disappear and go the way of gate arrays? Will ASIC manufacturers lose their edge in providing intellectual value and become mere purveyors of square die area? The argument in favor of FPGAs is that they have always provided great design flexibility because they were configurable. The argument against FPGAs is that compared to ASICs they have always been larger, slower and more expensive. Will FPGAs ever become efficient enough to replace ASICs in volume production applications? ASSPs can be designed with partial reconfigurability. Will they become the norm? Or, will new reconfigurable logic cores change the SoC game completely? The answers to these questions will clearly impact system designers throughout the world and shape the future of the electronics industry. A panel of key industry executives each coming from a different area of the market with unique views will debate these highly controversial topics.","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998369","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998369","","Application specific integrated circuits;Costs;Field programmable gate arrays;Logic arrays;Microelectronics;Packaging;Production;Reconfigurable logic;Silicon;Space technology","","","","2","","","","","4-8 March 2002","","IEEE","IEEE Conference Publications"
"High-frequency nonlinear amplifier model for the efficient evaluation of inband distortion under nonlinear load-pull conditions","Vandersteen, Gerd; Verbeyst, Frans; Wambacq, P.; Donnay, S.","IMEC, Heverlee, Belgium","Design, Automation and Test in Europe Conference and Exhibition, 2002. Proceedings","20020807","2002","","","586","590","Designing complex analog systems needs different abstraction levels to reduce the overall complexity. The required level of abstraction depends on the accuracy and the purpose of the model. High-frequency amplifier mode-Is can vary from simple transfer functions for efficient bit-error-rate analysis up to detailed transistor level descriptions for accurate load-pull prediction. This paper introduces a nonlinear black-box model for high-frequency amplifiers. It extends the linear S-parameter representation to enable both efficient system-level simulations and load-pull prediction. Both are demonstrated on the measurements of a high-frequency amplifier excited using a WLAN-OFDM modulation","1530-1591","0-7695-1471-5","","10.1109/DATE.2002.998360","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998360","","Feedback loop;Frequency dependence;Impedance;Neural networks;Nonlinear distortion;OFDM modulation;Predictive models;Scattering parameters;Transfer functions;Wireless LAN","S-parameters;UHF amplifiers;UHF integrated circuits;circuit simulation;electric distortion;integrated circuit modelling;transfer functions;wireless LAN","WLAN-OFDM modulation;abstraction levels;bit-error-rate analysis;high-frequency nonlinear amplifier model;inband distortion;linear S-parameter representation;nonlinear black-box model;nonlinear load-pull conditions;overall complexity;system-level simulations;transfer functions;transistor level descriptions","","0","","10","","","2002","04 Mar 2002-08 Mar 2002","IEEE","IEEE Conference Publications"
